GeneID	Chr	Start	End	Strand	Length	GeneSymbol	EnsID	EnsID_short
ENSMUSG00000003923.14_Tfam	chr10	71225464	71238280	-	4438	Tfam	ENSMUSG00000003923.14	ENSMUSG00000003923
ENSMUSG00000019927.6_Ube2d1	chr10	71254980	71285262	-	4371	Ube2d1	ENSMUSG00000019927.6	ENSMUSG00000019927
ENSMUSG00000037710.8_Cisd1	chr10	71330480	71344954	-	1084	Cisd1	ENSMUSG00000037710.8	ENSMUSG00000037710
ENSMUSG00000060733.13_Ipmk	chr10	71347763	71433327	+	7093	Ipmk	ENSMUSG00000060733.13	ENSMUSG00000060733
ENSMUSG00000019923.14_Zwint	chr10	72654845	72674964	+	4434	Zwint	ENSMUSG00000019923.14	ENSMUSG00000019923
ENSMUSG00000052613.16_Pcdh15	chr10	73099342	74646314	+	23773	Pcdh15	ENSMUSG00000052613.16	ENSMUSG00000052613
ENSMUSG00000009070.14_Rsph14	chr10	74957477	75032586	-	3012	Rsph14	ENSMUSG00000009070.14	ENSMUSG00000009070
ENSMUSG00000040009.6_Gnaz	chr10	74967177	75016898	+	3612	Gnaz	ENSMUSG00000040009.6	ENSMUSG00000040009
ENSMUSG00000020175.14_Rab36	chr10	75037058	75054748	+	6175	Rab36	ENSMUSG00000020175.14	ENSMUSG00000020175
ENSMUSG00000009681.10_Bcr	chr10	75060592	75184921	+	8191	Bcr	ENSMUSG00000009681.10	ENSMUSG00000009681
ENSMUSG00000033444.14_Specc1l	chr10	75212073	75311063	+	13265	Specc1l	ENSMUSG00000033444.14	ENSMUSG00000033444
ENSMUSG00000020178.6_Adora2a	chr10	75316877	75334784	+	3062	Adora2a	ENSMUSG00000020178.6	ENSMUSG00000020178
ENSMUSG00000033416.15_Gucd1	chr10	75351111	75517972	-	8206	Gucd1	ENSMUSG00000033416.15	ENSMUSG00000033416
ENSMUSG00000033427.14_Upb1	chr10	75401115	75441679	+	6792	Upb1	ENSMUSG00000033427.14	ENSMUSG00000033427
ENSMUSG00000020180.10_Snrpd3	chr10	75517551	75537381	+	3442	Snrpd3	ENSMUSG00000020180.10	ENSMUSG00000020180
ENSMUSG00000046807.10_Lrrc75b	chr10	75550123	75560330	-	4603	Lrrc75b	ENSMUSG00000046807.10	ENSMUSG00000046807
ENSMUSG00000006345.10_Ggt1	chr10	75561604	75586200	+	3411	Ggt1	ENSMUSG00000006345.10	ENSMUSG00000006345
ENSMUSG00000006344.17_Ggt5	chr10	75589340	75615185	+	5922	Ggt5	ENSMUSG00000006344.17	ENSMUSG00000006344
ENSMUSG00000006342.15_Susd2	chr10	75636706	75643991	-	3435	Susd2	ENSMUSG00000006342.15	ENSMUSG00000006342
ENSMUSG00000020196.10_Cabin1	chr10	75646112	75764316	-	12151	Cabin1	ENSMUSG00000020196.10	ENSMUSG00000020196
ENSMUSG00000001666.8_Ddt	chr10	75771230	75773414	-	773	Ddt	ENSMUSG00000001666.8	ENSMUSG00000001666
ENSMUSG00000092360.1_Gm20441	chr10	75771451	75780954	-	756	Gm20441	ENSMUSG00000092360.1	ENSMUSG00000092360
ENSMUSG00000001665.11_Gstt3	chr10	75774115	75781414	-	3842	Gstt3	ENSMUSG00000001665.11	ENSMUSG00000001665
ENSMUSG00000001663.10_Gstt1	chr10	75783813	75798584	-	1528	Gstt1	ENSMUSG00000001663.10	ENSMUSG00000001663
ENSMUSG00000009093.7_Gstt4	chr10	75814943	75822527	-	989	Gstt4	ENSMUSG00000009093.7	ENSMUSG00000009093
ENSMUSG00000033318.7_Gstt2	chr10	75831114	75837367	-	4156	Gstt2	ENSMUSG00000033318.7	ENSMUSG00000033318
ENSMUSG00000033307.7_Mif	chr10	75859353	75860240	-	745	Mif	ENSMUSG00000033307.7	ENSMUSG00000033307
ENSMUSG00000009092.5_Derl3	chr10	75893413	75895941	+	1993	Derl3	ENSMUSG00000009092.5	ENSMUSG00000009092
ENSMUSG00000000902.13_Smarcb1	chr10	75896769	75921617	-	7930	Smarcb1	ENSMUSG00000000902.13	ENSMUSG00000000902
ENSMUSG00000000901.16_Mmp11	chr10	75923222	75936496	-	2778	Mmp11	ENSMUSG00000000901.16	ENSMUSG00000000901
ENSMUSG00000049422.7_Chchd10	chr10	75933130	75937725	+	1575	Chchd10	ENSMUSG00000049422.7	ENSMUSG00000049422
ENSMUSG00000050157.6_Gm867	chr10	75937723	75940672	-	1228	Gm867	ENSMUSG00000050157.6	ENSMUSG00000050157
ENSMUSG00000000903.3_Vpreb3	chr10	75943057	75949657	+	859	Vpreb3	ENSMUSG00000000903.3	ENSMUSG00000000903
ENSMUSG00000033255.8_Gm5134	chr10	75954514	76009591	+	3128	Gm5134	ENSMUSG00000033255.8	ENSMUSG00000033255
ENSMUSG00000049764.8_Zfp280b	chr10	76032650	76043234	+	5224	Zfp280b	ENSMUSG00000049764.8	ENSMUSG00000049764
ENSMUSG00000020226.9_Slc5a4b	chr10	76057494	76110961	-	3202	Slc5a4b	ENSMUSG00000020226.9	ENSMUSG00000020226
ENSMUSG00000020229.4_Slc5a4a	chr10	76147451	76189265	+	2055	Slc5a4a	ENSMUSG00000020229.4	ENSMUSG00000020229
ENSMUSG00000020230.15_Prmt2	chr10	76207222	76237865	-	3381	Prmt2	ENSMUSG00000020230.15	ENSMUSG00000020230
ENSMUSG00000033208.7_S100b	chr10	76253853	76261159	+	1484	S100b	ENSMUSG00000033208.7	ENSMUSG00000033208
ENSMUSG00000020231.15_Dip2a	chr10	76259429	76345291	-	8215	Dip2a	ENSMUSG00000020231.15	ENSMUSG00000020231
ENSMUSG00000001151.10_Pcnt	chr10	76351263	76442786	-	12154	Pcnt	ENSMUSG00000001151.10	ENSMUSG00000001151
ENSMUSG00000009114.17_2610028H24Rik	chr10	76449081	76461095	+	1705	2610028H24Rik	ENSMUSG00000009114.17	ENSMUSG00000009114
ENSMUSG00000033126.5_Ybey	chr10	76459567	76469114	-	5701	Ybey	ENSMUSG00000033126.5	ENSMUSG00000033126
ENSMUSG00000001150.7_Mcm3ap	chr10	76468927	76515857	+	7197	Mcm3ap	ENSMUSG00000001150.7	ENSMUSG00000001150
ENSMUSG00000033105.12_Lss	chr10	76531588	76555479	+	10787	Lss	ENSMUSG00000033105.12	ENSMUSG00000033105
ENSMUSG00000009115.5_Spatc1l	chr10	76562272	76570201	+	1332	Spatc1l	ENSMUSG00000009115.5	ENSMUSG00000009115
ENSMUSG00000001155.13_Ftcd	chr10	76575648	76589561	+	3192	Ftcd	ENSMUSG00000001155.13	ENSMUSG00000001155
ENSMUSG00000020241.13_Col6a2	chr10	76595762	76623630	-	8326	Col6a2	ENSMUSG00000020241.13	ENSMUSG00000020241
ENSMUSG00000001119.7_Col6a1	chr10	76708792	76726168	-	4380	Col6a1	ENSMUSG00000001119.7	ENSMUSG00000001119
ENSMUSG00000001120.15_Pcbp3	chr10	76761857	76961788	-	2933	Pcbp3	ENSMUSG00000001120.15	ENSMUSG00000001120
ENSMUSG00000001436.15_Slc19a1	chr10	77032241	77061002	+	4644	Slc19a1	ENSMUSG00000001436.15	ENSMUSG00000001436
ENSMUSG00000001435.15_Col18a1	chr10	77052178	77166548	-	7021	Col18a1	ENSMUSG00000001435.15	ENSMUSG00000001435
ENSMUSG00000020260.9_Pofut2	chr10	77259218	77269575	+	7878	Pofut2	ENSMUSG00000020260.9	ENSMUSG00000020260
ENSMUSG00000020262.15_Adarb1	chr10	77290726	77418265	-	11272	Adarb1	ENSMUSG00000020262.15	ENSMUSG00000020262
ENSMUSG00000032977.9_Fam207a	chr10	77486661	77515785	-	2679	Fam207a	ENSMUSG00000032977.9	ENSMUSG00000032977
ENSMUSG00000000290.13_Itgb2	chr10	77530252	77565686	+	3052	Itgb2	ENSMUSG00000000290.13	ENSMUSG00000000290
ENSMUSG00000009291.13_Pttg1ip	chr10	77581720	77598732	+	3877	Pttg1ip	ENSMUSG00000009291.13	ENSMUSG00000009291
ENSMUSG00000020265.16_Sumo3	chr10	77606097	77616898	+	3660	Sumo3	ENSMUSG00000020265.16	ENSMUSG00000020265
ENSMUSG00000112241.1_Sumo3	chr10	77606197	77641543	+	512	Sumo3	ENSMUSG00000112241.1	ENSMUSG00000112241
ENSMUSG00000009293.17_Ube2g2	chr10	77622275	77644486	+	2431	Ube2g2	ENSMUSG00000009293.17	ENSMUSG00000009293
ENSMUSG00000069581.12_Tspear	chr10	77686569	77886769	+	2933	Tspear	ENSMUSG00000069581.12	ENSMUSG00000069581
ENSMUSG00000095970.1_Gm19402	chr10	77689957	77690757	-	801	Gm19402	ENSMUSG00000095970.1	ENSMUSG00000095970
ENSMUSG00000112170.1_AC153864.3	chr10	77696541	77697233	-	693	AC153864.3	ENSMUSG00000112170.1	ENSMUSG00000112170
ENSMUSG00000069584.4_Gm10272	chr10	77706626	77706975	+	350	Gm10272	ENSMUSG00000069584.4	ENSMUSG00000069584
ENSMUSG00000094012.1_Gm10024	chr10	77711457	77712009	+	553	Gm10024	ENSMUSG00000094012.1	ENSMUSG00000094012
ENSMUSG00000094146.1_Gm10142	chr10	77715807	77716169	+	363	Gm10142	ENSMUSG00000094146.1	ENSMUSG00000094146
ENSMUSG00000069583.2_Krtap12-1	chr10	77720599	77721254	+	656	Krtap12-1	ENSMUSG00000069583.2	ENSMUSG00000069583
ENSMUSG00000096421.1_Gm10100	chr10	77726486	77726848	+	363	Gm10100	ENSMUSG00000096421.1	ENSMUSG00000096421
ENSMUSG00000112864.1_AC158603.4	chr10	77741796	77742638	-	843	AC158603.4	ENSMUSG00000112864.1	ENSMUSG00000112864
ENSMUSG00000112380.1_AC158603.3	chr10	77750521	77751354	-	834	AC158603.3	ENSMUSG00000112380.1	ENSMUSG00000112380
ENSMUSG00000094120.1_Gm3233	chr10	77758990	77759682	-	693	Gm3233	ENSMUSG00000094120.1	ENSMUSG00000094120
ENSMUSG00000095817.1_Gm3238	chr10	77770633	77771325	-	693	Gm3238	ENSMUSG00000095817.1	ENSMUSG00000095817
ENSMUSG00000095593.1_Gm7138	chr10	77776252	77776944	-	693	Gm7138	ENSMUSG00000095593.1	ENSMUSG00000095593
ENSMUSG00000096481.1_Gm3250	chr10	77781850	77782542	-	693	Gm3250	ENSMUSG00000096481.1	ENSMUSG00000096481
ENSMUSG00000095721.1_Gm7137	chr10	77787490	77788200	-	711	Gm7137	ENSMUSG00000095721.1	ENSMUSG00000095721
ENSMUSG00000096131.3_Gm2696	chr10	77794399	77795076	-	678	Gm2696	ENSMUSG00000096131.3	ENSMUSG00000096131
ENSMUSG00000096380.1_Gm19668	chr10	77798387	77799133	-	747	Gm19668	ENSMUSG00000096380.1	ENSMUSG00000096380
ENSMUSG00000094913.3_Gm9507	chr10	77810967	77811843	-	877	Gm9507	ENSMUSG00000094913.3	ENSMUSG00000094913
ENSMUSG00000112600.1_Gm2696	chr10	77814682	77836652	+	1290	Gm2696	ENSMUSG00000112600.1	ENSMUSG00000112600
ENSMUSG00000069582.3_Krtap10-4	chr10	77826115	77827095	-	981	Krtap10-4	ENSMUSG00000069582.3	ENSMUSG00000069582
ENSMUSG00000112223.1_Krtap10-10	chr10	77835947	77837252	+	1306	Krtap10-10	ENSMUSG00000112223.1	ENSMUSG00000112223
ENSMUSG00000112653.1_AC153874.1	chr10	77846803	77847303	+	501	AC153874.1	ENSMUSG00000112653.1	ENSMUSG00000112653
ENSMUSG00000071195.4_Gm10318	chr10	77852859	77853539	+	930	Gm10318	ENSMUSG00000071195.4	ENSMUSG00000071195
ENSMUSG00000111915.1_Gm3285	chr10	77861975	77862882	+	908	Gm3285	ENSMUSG00000111915.1	ENSMUSG00000111915
ENSMUSG00000051652.4_Lrrc3	chr10	77897575	77902536	-	4296	Lrrc3	ENSMUSG00000051652.4	ENSMUSG00000051652
ENSMUSG00000009292.18_Trpm2	chr10	77907722	77970563	-	12459	Trpm2	ENSMUSG00000009292.18	ENSMUSG00000009292
ENSMUSG00000020284.16_1810043G02Rik	chr10	77978524	77986905	+	6627	1810043G02Rik	ENSMUSG00000020284.16	ENSMUSG00000020284
ENSMUSG00000020277.10_Pfkl	chr10	77986947	78010083	-	6675	Pfkl	ENSMUSG00000020277.10	ENSMUSG00000020277
ENSMUSG00000000731.15_Aire	chr10	78030022	78043580	-	3825	Aire	ENSMUSG00000000731.15	ENSMUSG00000000731
ENSMUSG00000000730.13_Dnmt3l	chr10	78041947	78063622	+	2988	Dnmt3l	ENSMUSG00000000730.13	ENSMUSG00000000730
ENSMUSG00000000732.9_Icosl	chr10	78069302	78083913	+	4620	Icosl	ENSMUSG00000000732.9	ENSMUSG00000000732
ENSMUSG00000053329.7_D10Jhu81e	chr10	78162066	78169782	-	2527	D10Jhu81e	ENSMUSG00000053329.7	ENSMUSG00000053329
ENSMUSG00000032834.11_Pwp2	chr10	78170909	78185149	-	3872	Pwp2	ENSMUSG00000032834.11	ENSMUSG00000032834
ENSMUSG00000000374.8_Trappc10	chr10	78186725	78244641	-	8128	Trappc10	ENSMUSG00000000374.8	ENSMUSG00000000374
ENSMUSG00000001211.15_Agpat3	chr10	78269178	78352442	-	7790	Agpat3	ENSMUSG00000001211.15	ENSMUSG00000001211
ENSMUSG00000061032.9_Rrp1	chr10	78400384	78412990	-	3337	Rrp1	ENSMUSG00000061032.9	ENSMUSG00000061032
ENSMUSG00000005054.7_Cstb	chr10	78425669	78427622	+	603	Cstb	ENSMUSG00000005054.7	ENSMUSG00000005054
ENSMUSG00000032788.15_Pdxk	chr10	78436744	78464975	-	5397	Pdxk	ENSMUSG00000032788.15	ENSMUSG00000032788
ENSMUSG00000032763.11_Ilvbl	chr10	78574346	78584502	+	4420	Ilvbl	ENSMUSG00000032763.11	ENSMUSG00000032763
ENSMUSG00000032714.6_Syde1	chr10	78584503	78591964	-	3288	Syde1	ENSMUSG00000032714.6	ENSMUSG00000032714
ENSMUSG00000071185.5_Olfr1357	chr10	78611003	78618074	-	2313	Olfr1357	ENSMUSG00000071185.5	ENSMUSG00000071185
ENSMUSG00000005355.9_Casp14	chr10	78711991	78718294	-	2394	Casp14	ENSMUSG00000005355.9	ENSMUSG00000005355
ENSMUSG00000078442.3_Ccdc105	chr10	78746926	78753065	-	1714	Ccdc105	ENSMUSG00000078442.3	ENSMUSG00000078442
ENSMUSG00000005357.9_Slc1a6	chr10	78780496	78814765	+	2152	Slc1a6	ENSMUSG00000005357.9	ENSMUSG00000005357
ENSMUSG00000051190.8_Olfr1356	chr10	78845052	78852166	-	3023	Olfr1356	ENSMUSG00000051190.8	ENSMUSG00000051190
ENSMUSG00000062873.7_Olfr1355	chr10	78875540	78882266	+	3317	Olfr1355	ENSMUSG00000062873.7	ENSMUSG00000062873
ENSMUSG00000094673.4_Olfr1354	chr10	78913171	78917936	+	3914	Olfr1354	ENSMUSG00000094673.4	ENSMUSG00000094673
ENSMUSG00000094080.3_Olfr8	chr10	78950636	78958378	+	3407	Olfr8	ENSMUSG00000094080.3	ENSMUSG00000094080
ENSMUSG00000042774.8_Olfr1353	chr10	78963309	78971338	+	2032	Olfr1353	ENSMUSG00000042774.8	ENSMUSG00000042774
ENSMUSG00000046493.5_Olfr1352	chr10	78981050	78984258	+	4356	Olfr1352	ENSMUSG00000046493.5	ENSMUSG00000046493
ENSMUSG00000063216.3_Olfr1351	chr10	79012472	79018283	+	2489	Olfr1351	ENSMUSG00000063216.3	ENSMUSG00000063216
ENSMUSG00000060205.3_Olfr57	chr10	79028741	79036274	+	1709	Olfr57	ENSMUSG00000060205.3	ENSMUSG00000060205
ENSMUSG00000060301.6_2610008E11Rik	chr10	79064374	79097600	-	5940	2610008E11Rik	ENSMUSG00000060301.6	ENSMUSG00000060301
ENSMUSG00000091888.2_Vmn2r80	chr10	79148797	79195012	+	2690	Vmn2r80	ENSMUSG00000091888.2	ENSMUSG00000091888
ENSMUSG00000055515.7_Vmn2r81	chr10	79247777	79294535	+	3276	Vmn2r81	ENSMUSG00000055515.7	ENSMUSG00000055515
ENSMUSG00000091468.2_Vmn2r82	chr10	79356576	79397198	+	3045	Vmn2r82	ENSMUSG00000091468.2	ENSMUSG00000091468
ENSMUSG00000091381.2_Vmn2r83	chr10	79468943	79492154	+	2610	Vmn2r83	ENSMUSG00000091381.2	ENSMUSG00000091381
ENSMUSG00000052151.12_Plpp2	chr10	79526430	79533792	-	1654	Plpp2	ENSMUSG00000052151.12	ENSMUSG00000052151
ENSMUSG00000042570.14_Mier2	chr10	79540245	79555091	-	4497	Mier2	ENSMUSG00000042570.14	ENSMUSG00000042570
ENSMUSG00000020317.14_Theg	chr10	79576379	79587136	-	1564	Theg	ENSMUSG00000020317.14	ENSMUSG00000020317
ENSMUSG00000045912.9_C2cd4c	chr10	79606854	79614025	-	6754	C2cd4c	ENSMUSG00000045912.9	ENSMUSG00000045912
ENSMUSG00000020312.12_Shc2	chr10	79618051	79637918	-	5426	Shc2	ENSMUSG00000020312.12	ENSMUSG00000020312
ENSMUSG00000035963.8_Odf3l2	chr10	79639526	79645738	-	1248	Odf3l2	ENSMUSG00000035963.8	ENSMUSG00000035963
ENSMUSG00000020310.9_Madcam1	chr10	79664559	79668537	+	1436	Madcam1	ENSMUSG00000020310.9	ENSMUSG00000020310
ENSMUSG00000020308.6_Tpgs1	chr10	79669369	79675598	+	1402	Tpgs1	ENSMUSG00000020308.6	ENSMUSG00000020308
ENSMUSG00000020307.15_Cdc34	chr10	79682195	79688117	+	1572	Cdc34	ENSMUSG00000020307.15	ENSMUSG00000020307
ENSMUSG00000054206.2_Gzmm	chr10	79689020	79695260	+	1472	Gzmm	ENSMUSG00000054206.2	ENSMUSG00000054206
ENSMUSG00000023175.15_Bsg	chr10	79704491	79711969	+	1814	Bsg	ENSMUSG00000023175.15	ENSMUSG00000023175
ENSMUSG00000020331.9_Hcn2	chr10	79716634	79736108	+	3195	Hcn2	ENSMUSG00000020331.9	ENSMUSG00000020331
ENSMUSG00000020329.12_Polrmt	chr10	79736123	79746573	-	4685	Polrmt	ENSMUSG00000020329.12	ENSMUSG00000020329
ENSMUSG00000020327.4_Fgf22	chr10	79755076	79757522	+	2247	Fgf22	ENSMUSG00000020327.4	ENSMUSG00000020327
ENSMUSG00000035890.9_Rnf126	chr10	79758515	79766941	-	1704	Rnf126	ENSMUSG00000035890.9	ENSMUSG00000035890
ENSMUSG00000020325.10_Fstl3	chr10	79777272	79782630	+	2445	Fstl3	ENSMUSG00000020325.10	ENSMUSG00000020325
ENSMUSG00000020323.14_Prss57	chr10	79781474	79790961	-	2843	Prss57	ENSMUSG00000020323.14	ENSMUSG00000020323
ENSMUSG00000035863.14_Palm	chr10	79793572	79820896	+	5655	Palm	ENSMUSG00000035863.14	ENSMUSG00000035863
ENSMUSG00000035852.11_Misp	chr10	79820989	79830490	+	2848	Misp	ENSMUSG00000035852.11	ENSMUSG00000035852
ENSMUSG00000006498.16_Ptbp1	chr10	79854427	79864432	+	4740	Ptbp1	ENSMUSG00000006498.16	ENSMUSG00000006498
ENSMUSG00000035835.14_Plppr3	chr10	79860475	79874366	-	4357	Plppr3	ENSMUSG00000035835.14	ENSMUSG00000035835
ENSMUSG00000057729.12_Prtn3	chr10	79874476	79883041	+	1732	Prtn3	ENSMUSG00000057729.12	ENSMUSG00000057729
ENSMUSG00000020125.7_Elane	chr10	79886247	79888215	+	984	Elane	ENSMUSG00000020125.7	ENSMUSG00000020125
ENSMUSG00000061780.6_Cfd	chr10	79890853	79892655	+	922	Cfd	ENSMUSG00000061780.6	ENSMUSG00000061780
ENSMUSG00000013833.15_Med16	chr10	79894708	79908921	-	4663	Med16	ENSMUSG00000013833.15	ENSMUSG00000013833
ENSMUSG00000035781.14_R3hdm4	chr10	79910052	79921208	-	5584	R3hdm4	ENSMUSG00000035781.14	ENSMUSG00000035781
ENSMUSG00000097854.1_Gm26602	chr10	79910856	79911140	+	285	Gm26602	ENSMUSG00000097854.1	ENSMUSG00000097854
ENSMUSG00000035773.6_Kiss1r	chr10	79916971	79922270	+	3856	Kiss1r	ENSMUSG00000035773.6	ENSMUSG00000035773
ENSMUSG00000019564.12_Arid3a	chr10	79927043	79955018	+	5562	Arid3a	ENSMUSG00000019564.12	ENSMUSG00000019564
ENSMUSG00000035754.8_Wdr18	chr10	79960152	79970203	+	6005	Wdr18	ENSMUSG00000035754.8	ENSMUSG00000035754
ENSMUSG00000035745.9_Grin3b	chr10	79970715	79977190	+	3296	Grin3b	ENSMUSG00000035745.9	ENSMUSG00000035745
ENSMUSG00000013858.14_Tmem259	chr10	79974948	79984330	-	4663	Tmem259	ENSMUSG00000013858.14	ENSMUSG00000013858
ENSMUSG00000004665.10_Cnn2	chr10	79988584	79996062	+	2460	Cnn2	ENSMUSG00000004665.10	ENSMUSG00000004665
ENSMUSG00000035722.15_Abca7	chr10	79996494	80015572	+	6752	Abca7	ENSMUSG00000035722.15	ENSMUSG00000035722
ENSMUSG00000035697.14_Arhgap45	chr10	80016653	80031472	+	4478	Arhgap45	ENSMUSG00000035697.14	ENSMUSG00000035697
ENSMUSG00000004667.18_Polr2e	chr10	80035949	80039710	-	2670	Polr2e	ENSMUSG00000004667.18	ENSMUSG00000004667
ENSMUSG00000075706.10_Gpx4	chr10	80047166	80056439	+	1724	Gpx4	ENSMUSG00000075706.10	ENSMUSG00000075706
ENSMUSG00000035673.10_Sbno2	chr10	80056992	80105571	-	10715	Sbno2	ENSMUSG00000035673.10	ENSMUSG00000035673
ENSMUSG00000003068.16_Stk11	chr10	80115803	80130469	+	4580	Stk11	ENSMUSG00000003068.16	ENSMUSG00000003068
ENSMUSG00000035640.18_Cbarp	chr10	80130451	80140835	-	4996	Cbarp	ENSMUSG00000035640.18	ENSMUSG00000035640
ENSMUSG00000003072.15_Atp5d	chr10	80138632	80145813	+	1928	Atp5d	ENSMUSG00000003072.15	ENSMUSG00000003072
ENSMUSG00000035621.13_Midn	chr10	80148272	80158367	+	4307	Midn	ENSMUSG00000035621.13	ENSMUSG00000035621
ENSMUSG00000045193.13_Cirbp	chr10	80165985	80172786	+	2604	Cirbp	ENSMUSG00000045193.13	ENSMUSG00000045193
ENSMUSG00000035595.6_1600002K03Rik	chr10	80172944	80175146	+	678	1600002K03Rik	ENSMUSG00000035595.6	ENSMUSG00000035595
ENSMUSG00000003070.6_Efna2	chr10	80179482	80190010	+	2131	Efna2	ENSMUSG00000003070.6	ENSMUSG00000003070
ENSMUSG00000020156.16_Mum1	chr10	80226434	80243903	+	10361	Mum1	ENSMUSG00000020156.16	ENSMUSG00000020156
ENSMUSG00000020153.14_Ndufs7	chr10	80249121	80256793	+	1718	Ndufs7	ENSMUSG00000020153.14	ENSMUSG00000020153
ENSMUSG00000020150.13_Gamt	chr10	80258151	80261012	-	1444	Gamt	ENSMUSG00000020150.13	ENSMUSG00000020150
ENSMUSG00000069565.12_Dazap1	chr10	80261486	80288408	+	2944	Dazap1	ENSMUSG00000069565.12	ENSMUSG00000069565
ENSMUSG00000063457.14_Rps15	chr10	80292453	80294087	+	630	Rps15	ENSMUSG00000063457.14	ENSMUSG00000063457
ENSMUSG00000020135.13_Apc2	chr10	80295977	80318263	+	11281	Apc2	ENSMUSG00000020135.13	ENSMUSG00000020135
ENSMUSG00000020133.8_2310011J03Rik	chr10	80318254	80320537	-	1649	2310011J03Rik	ENSMUSG00000020133.8	ENSMUSG00000020133
ENSMUSG00000020131.14_Pcsk4	chr10	80321283	80329453	-	2958	Pcsk4	ENSMUSG00000020131.14	ENSMUSG00000020131
ENSMUSG00000035504.16_Reep6	chr10	80329953	80336441	+	2506	Reep6	ENSMUSG00000035504.16	ENSMUSG00000035504
ENSMUSG00000043822.18_Adamtsl5	chr10	80339110	80348412	-	4722	Adamtsl5	ENSMUSG00000043822.18	ENSMUSG00000043822
ENSMUSG00000035486.14_Plk5	chr10	80356459	80365489	+	2678	Plk5	ENSMUSG00000035486.14	ENSMUSG00000035486
ENSMUSG00000048696.11_Mex3d	chr10	80380355	80387659	-	3266	Mex3d	ENSMUSG00000048696.11	ENSMUSG00000048696
ENSMUSG00000035478.14_Mbd3	chr10	80392539	80399550	-	1987	Mbd3	ENSMUSG00000035478.14	ENSMUSG00000035478
ENSMUSG00000020163.12_Uqcr11	chr10	80402997	80406830	-	641	Uqcr11	ENSMUSG00000020163.12	ENSMUSG00000020163
ENSMUSG00000020167.14_Tcf3	chr10	80409514	80433637	-	4039	Tcf3	ENSMUSG00000020167.14	ENSMUSG00000020167
ENSMUSG00000045518.8_Onecut3	chr10	80494835	80517276	+	4776	Onecut3	ENSMUSG00000045518.8	ENSMUSG00000045518
ENSMUSG00000003341.9_Atp8b3	chr10	80519584	80539124	-	4713	Atp8b3	ENSMUSG00000003341.9	ENSMUSG00000003341
ENSMUSG00000047417.17_Rexo1	chr10	80540922	80561560	-	7155	Rexo1	ENSMUSG00000047417.17	ENSMUSG00000047417
ENSMUSG00000035397.8_Klf16	chr10	80567124	80577321	-	2674	Klf16	ENSMUSG00000035397.8	ENSMUSG00000035397
ENSMUSG00000003346.14_Abhd17a	chr10	80583654	80590341	-	1547	Abhd17a	ENSMUSG00000003346.14	ENSMUSG00000003346
ENSMUSG00000113949.1_Scamp4	chr10	80602872	80615783	+	2405	Scamp4	ENSMUSG00000113949.1	ENSMUSG00000113949
ENSMUSG00000113640.1_Adat3	chr10	80602880	80607654	+	1648	Adat3	ENSMUSG00000113640.1	ENSMUSG00000113640
ENSMUSG00000035370.9_Adat3	chr10	80606021	80615783	+	4520	Adat3	ENSMUSG00000035370.9	ENSMUSG00000035370
ENSMUSG00000003345.16_Csnk1g2	chr10	80622838	80640741	+	4835	Csnk1g2	ENSMUSG00000003345.16	ENSMUSG00000003345
ENSMUSG00000003344.14_Btbd2	chr10	80642617	80656494	-	3586	Btbd2	ENSMUSG00000003344.14	ENSMUSG00000003344
ENSMUSG00000020190.13_Mknk2	chr10	80665327	80678112	-	3892	Mknk2	ENSMUSG00000020190.13	ENSMUSG00000020190
ENSMUSG00000003348.10_Mob3a	chr10	80685253	80701855	-	3254	Mob3a	ENSMUSG00000003348.10	ENSMUSG00000003348
ENSMUSG00000055862.7_Izumo4	chr10	80702184	80705139	+	2799	Izumo4	ENSMUSG00000055862.7	ENSMUSG00000055862
ENSMUSG00000020198.8_Ap3d1	chr10	80706956	80742264	-	8914	Ap3d1	ENSMUSG00000020198.8	ENSMUSG00000020198
ENSMUSG00000061589.14_Dot1l	chr10	80755206	80795461	+	8705	Dot1l	ENSMUSG00000061589.14	ENSMUSG00000061589
ENSMUSG00000035278.9_Plekhj1	chr10	80796099	80798626	-	1725	Plekhj1	ENSMUSG00000035278.9	ENSMUSG00000035278
ENSMUSG00000020211.15_Sf3a2	chr10	80798198	80804924	+	2658	Sf3a2	ENSMUSG00000020211.15	ENSMUSG00000020211
ENSMUSG00000035262.5_Amh	chr10	80805243	80807648	+	1670	Amh	ENSMUSG00000035262.5	ENSMUSG00000035262
ENSMUSG00000020216.13_Jsrp1	chr10	80808496	80813492	-	1333	Jsrp1	ENSMUSG00000020216.13	ENSMUSG00000020216
ENSMUSG00000035242.15_Oaz1	chr10	80826656	80829285	+	2558	Oaz1	ENSMUSG00000035242.15	ENSMUSG00000035242
ENSMUSG00000051067.8_Lingo3	chr10	80832801	80844039	-	3559	Lingo3	ENSMUSG00000051067.8	ENSMUSG00000051067
ENSMUSG00000035215.9_Lsm7	chr10	80852821	80855209	-	1601	Lsm7	ENSMUSG00000035215.9	ENSMUSG00000035215
ENSMUSG00000035206.10_Sppl2b	chr10	80855275	80868708	+	4705	Sppl2b	ENSMUSG00000035206.10	ENSMUSG00000035206
ENSMUSG00000059406.8_Tmprss9	chr10	80871848	80899492	+	3812	Tmprss9	ENSMUSG00000059406.8	ENSMUSG00000059406
